Key,Value,T
107152615,Ruins of Old Evelona's Place,旧伊夫洛纳的废墟
108201197,Upwych,Upwych
109249777,Graybrone,Graybrone
110298365,Holwick,霍尔威克
111346945,The Old Yeomcroft Shack,旧的yeomcroft棚屋
112395543,Old Carolyn's Hovel,老卡罗琳的小屋
113444123,Kirkmarket,柯克市场
114492704,Old Barborya's Farm,旧巴伯里亚的农场
115541284,The Wicksley Plantation,威克斯利种植园
116590791,Gaersmith Grange,Gaersmith Grange
117639392,Aldlech,Aldlech
118687997,Longmarket,长市场
119737523,Ruins of Hawksmith Orchard,霍克斯匠果园的废墟
120786113,Knightsbrugh,骑士布鲁格
121834701,Longhope End,longhope端
122883285,Taming,驯服
123931880,Warway,轨道
124980460,Reymont,Reymont
126029039,Tunley Heath,Tunley Heath
127078553,The Stronghold of Kinging,国王的据点
128127133,The Copperston Tombs,Copperston墓
129175718,Silent Oracle of Akatosh,Akatosh的无声甲骨文
130224303,Singing Ascencion of Akatosh,唱歌akatosh
131272891,Blessed Redeemer of Akatosh,Akatosh的祝福救世主
132321498,The Old Wooding Place,旧的木制地方
133370077,The Tower of Greenton,格林顿塔
134419594,Old Carolabyth's Shack,老卡罗拉布斯的棚屋
135468180,Old Vyctayne's Shack,老vyctayne的棚屋
136516769,Gaerwing Manor,盖尔温庄园
137565351,Old Lysyssa's Shack,旧的Lysyssa的棚屋
138613934,Longidge,朗奇
139662518,Divad Monument,Divad纪念碑
140712055,The Tower of Uthyrick,Uthyrick的塔
141760633,Eastborne Heath,Eastborne Heath
142809215,Broadbeth,broadbeth
143857793,The Coven of Elyrrya,伊利亚的盟约
144906373,Buckingham Manor,白金汉庄园
145954983,The Tomb of Darkulyth,Darkulyth的坟墓
147003561,The Haunt of Morobezzar,莫罗贝扎的困扰
148052140,Whitebridge,怀特布里奇
149101655,Greenford Grange,格林福德农庄
150150237,Newtown Hollow,Newtown Hollow
151198821,Westville,韦斯特维尔
152247409,The Gaerston Cabin,高斯顿小屋
153296026,Gothidge,哥西奇
154345525,Infinite Sunrise of Akatosh,Akatosh的无限日出
155394105,Old Morgona's Farm,老莫尔戈纳的农场
156442703,The Woodham Plantation,伍德姆种植园
157491293,Grimworth,格里姆沃思
158539899,Crossdale,Crossdale
159588477,Reybrugh Minster,雷布鲁格大教堂
160637993,Old Vannyssa's Hovel,老瓦尼斯的霍夫尔
161686571,Old Elorya's Farm,旧的埃里拉（Elorya）农场
162735155,The Hearthsley Plantation,壁炉式种植园
163783755,Shrine of Q'Olwen,Q'olwen的神社
164832360,Deerlech,Deerlech
165880941,Weeping Star of Akatosh,阿卡托什的哭泣之星
166930441,Ruins of The Old Wicking Hovel,旧小霍夫尔的废墟
167979029,Eternal Redeemer of Akatosh,阿卡托什的永恒救赎主
169027609,Hawking Orchard,霍金果园
170076190,Westwark Field,Westwark Field
171124769,Cathhope,Cathhope
172173360,Fonthope Hall,Fonthope Hall
173221943,The Old Buckingsmith Hovel,旧的Buckingsmith Hovel
174270529,Warlech Minster,Warlech Minster
175319112,Baelton,贝尔顿
176367698,Kirktry,柯克里
177416280,The Tombs of Masterhart,Masterhart的坟墓
178465785,THe Crypts of Moorton,莫尔顿的地下室
179514382,Arkwold Court,阿克沃尔德法院
180562965,Old Vyctyrrya's Farm,老vyctyrrya的农场
181611547,Longham Garden,朗姆花园
182660130,The Stronghold of Buckington,白金顿的据点
183708722,Masterham's Guard,Masterham的后卫
184757303,Vantale,Vantale
185805891,Ripley,里普利
186855391,Stokmore,斯托克莫尔
187903975,The Cabal of Evelyna,Evelyna的阴谋
188952553,Baelborne Field,贝尔伯恩领域
190001152,Longley Borough,朗利自治市镇
191049734,The Red Griffin Tavern,红色格里芬小酒馆
192098317,Ruins of The Old Kingford Hovel,旧金福德·霍夫尔的废墟
193146913,Anvil of Ebonarm,Ebonarm的砧
194195496,The Howling Guard Hostel,how叫警卫旅馆
195244080,The Mastering Farmstead,掌握农场
196293570,The Pit of Asmerah,阿斯梅拉的坑
197342157,Aldingwych Court,Aldingwych法院
198390740,Charenidge Hollow,Charenidge Hollow
199439318,Lamwark,拉姆瓦克
200487896,The Kingham Farmstead,Kingham Farmstead
201536486,Blackwell,布莱克韦尔
202585086,The Masterton Cemetery,Masterton公墓
203633664,Woodwing Hall,木翼大厅
204682242,The Woodton Farmstead,伍德顿农场
205730835,Chargate,费特
206779413,Sage Monument,鼠尾草纪念碑
207828003,The Hearthfield Farmstead,赫斯菲尔德农场
208877456,Ashing Hall,大厅
209926063,Shrine of Mai,麦神社
210974661,Old Vannyna's Shack,老范妮娜的棚屋
212023248,Old Chrystyn's Shack,老克莱斯坦的棚屋
213071830,The Gaering Cemetery,盖林公墓
214120417,Yeihoth,Yeihoth
215169004,Coppercroft Orchard,Coppercroft果园
216217590,Crossvale,十字架
217266176,Arkwold,Arkwold
218315667,Holbeth Court,霍尔贝斯法院
219364250,Bedastyr's Gaol,Bedastyr的监狱
220412830,Crossbury,克罗斯伯里
221461408,The Fortress of Hearthsmith,炉匠的堡垒
222509986,Crosstale,Crosstale
223558587,Hawkcroft Manor,霍克克罗夫特庄园
224607185,Midwall Borough,Midwall Borough
225655770,The Fortress of Hearthcroft,赫斯克罗夫特的要塞
226704357,Horcester Hill,霍斯特山
227752947,Yeomsley Manor,YOMSLEY MANOR
228802431,Vanway,士士威
229851012,Trogker,Trogker
230899598,Holbrone,Holbrone
231948180,Ashsley Grange,Ashsley Grange
232996764,Broaddale,Broaddale
234045372,Mastering Manor,掌握庄园
235093951,Westwall Heath,Westwall Heath
236142543,Shrine of Bandi,Bandi神社
237191123,The Old Moorcroft Hovel,旧的Moorcroft Hovel
238239703,Copperhouse Manor,铜庄园
239288286,Chesterwall,切斯特沃尔
240337740,Newbeth,纽伯斯
241386320,The Nest of Dagubith,达古比斯的巢
242434899,The Dunard Excavation,丘陵发掘
243483480,Ruins of The Old Hawkford Hovel,老霍克福德霍夫尔的废墟
244532058,Old Gwynolda's Farm,旧格温诺的农场
245580641,Holing,孔
246629220,Ipswark Hollow,伊普瓦克空心
247677802,The Cathedral of Gerulasulla,格拉萨拉大教堂
248726383,Chestervale,切斯特维尔
249774991,Joyous Star of Akatosh,Akatosh的欢乐之星
250823579,Infinite Seer of Akatosh,阿卡托什的无限先知
251872169,The Mole and Dungeon Pub,痣和地牢酒吧
252920749,Penlech,Penlech
253969327,Charentry,Charentry
255017905,The Stronghold of Greencroft,Greencroft的据点
256066484,The Woodwing Cabin,木翼舱
257115065,Tricerrath,Tricerrath
258163649,The Fortress of Woodsley,伍德斯利要塞
259213104,Tunwall Borough,Tunwall Borough
260261701,The Greenham Tombs,格林汉姆墓
261310286,The Moorston Cemetery,摩尔斯顿公墓
262358868,Warmore,沃诺
263407472,The Old Buckinghouse Place,旧的Buckinghouse Place
264456050,The Red Dog Hostel,红狗旅馆
265504645,Arkidge,阿基奇
266553235,The Silver Pit Lodge,银坑小屋
267601827,The Citadel of Hearthhart,赫瑟哈特的城堡
268650405,The Tombs of Hearthing,壁炉的坟墓
269699862,The Hold of Ashford,阿什福德的持有
270748454,Hearthsmith Manor,炉匠庄园
271797032,Tunbrugh,Tunbrugh
272845610,Gallomont,加洛蒙特
273894212,Longmont,朗蒙特
274942800,Deertown Field,Deertown Field
275991389,Knightswark,骑士团
277039979,Vantown,范敦
278088559,Upcester,上衣
279137141,Knightsham Commons,骑士共享
280185737,Ruins of Moorton Manor,莫尔顿庄园的废墟
281234328,The Hold of Hawkhouse,霍克豪斯的持有
282283797,Merwood,梅伍德
283332376,The Wickham Farmstead,威克姆农场
284380959,Old Belladolda's Hovel,老贝拉多达的霍夫尔
285429545,The Hawksly Plantation,鹰派种植园
286478144,Tamgate,坦格特
287526734,Old Gwynara's Farm,旧格温纳拉的农场
288575321,Woodsmith Palace,伍兹史密斯宫
289623903,The Unfortunate Scorpion Inn,不幸的蝎子旅馆
290672486,Warhead Borough,弹头自治市镇
291721080,Ashford Orchard,阿什福德果园
292769660,Charmont Wood,Charmont Wood
293818238,Oxvale Borough,奥克斯维尔自治市镇
294867704,Shrine of Ephen,埃芬神社
295916307,Crombeth,弯曲
296964886,Castle Lithovion,城堡岩石
298013466,The Lysabyth Tradition,lysabyth的传统
299062044,Sacred Star of Akatosh,阿卡托什的神圣之星
300110642,Old Carolabyth's Hovel,老卡罗拉伯特的小屋
301159228,Aldingbrone,Aldingbrone
302207825,Shrine of Ephen,埃芬神社
303256404,Anivor,厌食症
304304984,The Old Masterham Hovel,旧的Masterham Hovel
305353563,Horcart,霍卡特
306402141,Penwood,彭伍德
307450722,The Wicksly Cemetery,柳树公墓
308499304,The Tombs of Yeomton,Yeomton的坟墓
309548749,Kingham Hall,金汉厅
310597329,Ruins of Tower Hawkston,塔霍克斯顿的废墟
311645917,Wildercester Field,怀尔德斯特球场
312694549,Deerdale,迪尔代尔
313743137,Aldwark,Aldwark
314791718,Old Gwynyvyra's Farm,旧格尼维拉的农场
315840304,Yeomford Grange,Yeomford Grange
316888884,Lammont Hall,兰蒙·霍尔（Lammont Hall）
317937462,Hearthsley Manor,壁炉式庄园
318986056,Broadwood,布罗伍德
320035511,The Haunt of Darkovus,Darkovus的困扰
321084108,The Fox and Dungeon Tavern,狐狸和地牢小酒馆
322132689,Broadwold,Broadwold
323181270,The Old Hawkston Place,老霍克斯顿地方
324229857,The Woodfield Plantation,伍德菲尔德种植园
325278437,Longing,渴望
326327032,The Hold of Wickham,威克汉姆的持有
327375611,The Roost of Grumerus,Grumerus的栖息
328424193,The Coppersley Farmstead,Coppersley Farmstead
329472773,Kirkmarket Minster,柯克市场大师
330521362,Holy Rebirth of Akatosh,阿卡托什的圣洁重生
331569940,The Old Wicksly Shack,旧的灯馆
332618530,Kirktale Minster,柯克塔尔大教堂
333667111,Moorfield Manor,摩尔菲尔德庄园
334715689,Longbury,朗伯里
335764268,Gothborne,哥特伯恩
336812846,Old Carolyvyra's Hovel,老Carolyvyra的小屋
337861431,Old Carolona's Hovel,老卡罗娜的小霍夫尔
338910884,Strenner Haven,Strenner Haven
339959465,Easttale,伊斯特塔尔
341008044,Charenbury Court,夏兰伯里法院
342056641,Blessed Star of Akatosh,Akatosh的祝福之星
343105222,Vermdred,vermdred
344153808,The Cabal of Chrystara,Chrystara的阴谋
345202389,Charwych,charwych
346250967,Eternal Idol of Akatosh,阿卡托什的永恒偶像
347299546,Mermoth,梅尔莫斯
348348124,Cathbrone,天桥
349396710,The Cabal of Morgyn,摩根的阴谋集团
350445297,Penbridge,彭布里奇
351493914,Mervale,默维尔
352543374,The Old Greensly Hovel,古老的绿色小霍夫尔
353591967,Jhim Sei Shrine,Jhim Sei神社
354640549,The Old Woodford Hovel,旧的伍德福德霍夫尔
355689131,Aldbeth,阿尔德贝斯
356737713,Eastvale,Eastvale
357786313,Old Elayne's Place,老埃莱的地方
358834899,Penville Moor,Penville Moor
359883483,Stokshire,斯托克郡
360932061,The Baaliblanxiah Manse,Baaliblanxiah Manse
361980669,Ashing's Hold,ashing被搁置
363029247,The Bat and Goat Inn,蝙蝠和山羊旅馆
364077833,The Mines of Mordard,莫达德的矿山
365127279,The Mordynak Tunnel,Mordynak隧道
366175864,Burgwold Moor,Burgwold Moor
367224442,Silent Altar of Akatosh,阿卡托什的无声祭坛
368273026,Eastgate End,Eastgate端
369321617,Longhope,longhope
370370204,Whitecroft Hall,Whitecroft Hall
371418782,Buckingsley Grange,Buckingsley Grange
372467381,The Citadel of Kingston,金斯敦的城堡
373515960,The Ashhouse Farmstead,阿什豪斯农场
374564541,The Old Wickford Hovel,老威克福德霍夫尔
375613132,Wickfield Court,威克菲尔德法院
376661710,Upfort,Upfort
377710295,The Haunt of Nebuchivor,雷神的困扰
378758878,Knightstale,骑士
379807456,The Moorsmith Tombs,摩尔匠坟墓
380856042,The Buckingham Farmstead,白金汉农场
381904620,The Old Buckingcroft Place,旧的Buckingcroft Place
382953199,Charcroft,Charcroft
384002644,Bleeding Ascencion of Akatosh,Akatosh的出血上升
385051236,Shrine of Vigryl,维格里尔神社
386099815,Aldwych,Aldwych
387148399,The Cult of Lysyn,lysyn的崇拜
388196987,Tower Copperwing,塔铜
389245566,Old Chrystorya's Hovel,老克莱斯塔里的小屋
390294183,The Greenfield Crypts,格林菲尔德地下室
391342763,Kingcroft Manor,金克罗夫特庄园
392391353,Burglech,布格勒奇
393439947,Ruins of Gaerston Hall,加斯顿大厅的废墟
394489410,Hearthston Grange,壁炉农庄
395538016,The Queen's Stag Inn,女王的雄鹿旅馆
396586601,The Kingford Farmstead,金福德农场
397635181,Wickham Orchard,威克姆果园
398683763,The Lynx and Porcupine Tavern,Lynx和Porcupine Tavern
399732347,The Dunastyr Mines,邓纳斯雷地雷
400780931,Singhead Minster,Singhead Minster
401829509,Whitepath,白人
402878089,Fontbrone,方键
403926677,Baelhead Court,Baelhead Court
404975261,The Old Ashfield Hovel,老阿什菲尔德霍夫尔
406023862,Strenner Haven,Strenner Haven
407072444,The Graves of Yeomsley,Yeomsley的坟墓
408121904,The Old Buckinghouse Place,旧的Buckinghouse Place
409170488,The Gold Pit Inn,金坑旅馆
410219072,Magnovaus Hall,玛格诺沃斯大厅
411267650,Kirkwood,柯克伍德
412316249,The Feather and Woodchuck Lodge,羽毛和木屋旅馆
413364829,Stokworth Minster,斯托克沃思大教堂
414413413,Silent Light of Akatosh,Akatosh的无声光
415461992,The Moorsmith Plantation,摩尔者种植园
416510582,Midcastle Borough,中堡自治市镇
417559160,Baelcroft,Baelcroft
418607739,Jode Shrine,乔德神社
419656320,The Old Buckington Shack,旧的白金顿棚屋
420704907,Castle Bedane,城堡床
421753498,Castle Yeomsly,城堡
422802080,Strenner Haven,Strenner Haven
423851566,The Old Mooring Hovel,旧系泊霍夫尔
424900153,The Copperston Farmstead,Copperston Farmstead
425948731,Longgate,longgate
426997309,Riphope,Riphope
428045909,The Mastering Graveyard,掌握墓地
429094488,Warwall,沃沃尔
430143066,Midley Moor,Midley Moor
431192582,The Tower of Woodsmith,伍兹史密斯塔
432241176,Cromwick Hamlet,克罗姆威克·哈姆雷特（Cromwick Hamlet）
433289759,The Old Hearthford Place,旧的赫斯福德地方
434338345,Morirugoth,莫里鲁斯
435386924,Charmont,查蒙特
436435503,Greensly Manor,格林利庄园
437484084,Charenidge,夏兰奇
438532666,Fearful Idol of Akatosh,akatosh的恐惧偶像
439581258,Penhope,Penhope
440629849,Midvale,中心
441678427,The Mooring Cemetery,系泊公墓
442727005,The Moorhouse Cemetery,Moorhouse公墓
443775583,Hearthton Manor,赫斯顿庄园
444824181,Kingsmith Hall,金匠大厅
445873656,Ripcart Moor,RIPCART沼泽
446922237,The House of Copperhart,哥珀哈特的房子
447970848,Woodsmith Hall,伍兹史密斯大厅
449019429,Holhead Court,Holhead Court
450068008,Ipscastle,ipscastle
451116586,The Rat and Rascal Pub,大鼠和流氓酒吧
452165164,Oxworth Hill,奥克斯沃思山
453213743,Grimtale End,Grimtale End
454262331,The White Wolf Tavern,白狼小酒馆
455310923,The Hawkhart Farmstead,霍卡特农场
456360407,The Yeomfield Farmstead,Yeomfield Farmstead
457408995,Old Elabyth's Farm,老Elabyth的农场
458457575,Ashsly Palace,灰烬宫殿
459506154,Grimlech Field,Grimlech Field
460554733,Chesterdale Heath,切斯特代尔希思
461603318,Blackbrone Moor,黑色摩尔
462651896,The Hawkcroft Plantation,霍克克罗夫特种植园
463700486,The Mastersmith Tombs,大师史密斯墓
464749067,Charwood Garden,夏伍德花园
465797661,The Screaming Huntsman Pub,尖叫的亨斯曼酒吧
466846247,Buckinghouse Orchard,Buckinghouse果园
467894827,Shrine of Mai,麦神社
468943413,Old Barbyvyra's Farm,老巴比维拉的农场
469991991,The House of Correhius,科雷里乌斯的房子
471040574,Gallomoth,gallomoth
472090073,Longwell,朗威尔
473138658,The Woodhart Vaults,伍德哈特拱顶
474187243,Blessed Rebirth of Akatosh,Akatosh的祝福重生
475235824,Hezirker,Hezirker
476284412,The Tower of Mastering,掌握塔
477332990,The Old Buckingston Place,旧的巴金斯顿地方
478381570,Ruins of Hearthhouse Manor,炉膛庄园的废墟
479430151,Whiteley,怀特利
480478730,The Masterham Cabin,Masterham机舱
481527317,Fontcastle Court,Fontcastle Court
482575897,The Lucky Sword Tavern,幸运的剑小酒馆
483625391,Old Evelyvyra's Shack,旧的evelyvyra的棚屋
484673990,The Stronghold of Woodfield,伍德菲尔德的据点
485722574,Vangate,vangate
486771153,Grayton End,格雷顿结束
487819733,The Old Gaersly Shack,旧的盖尔棚屋
488868314,The Devil's Bird Hostel,魔鬼的鸟宿舍
489916892,Tamton,坦顿
490965471,Old Chrystausa's Hovel,旧的chrystausa的小屋
492014068,Old Ysolda's Hovel,老Ysolda的小屋
493062660,The Kinghouse Plantation,Kinghouse种植园
494112148,The Old Greenton Hovel,老格林顿霍夫尔
495160730,The Cabal of Elabyth,Elabyth的阴谋
496209331,Deervale,Deervale
497257920,Ripwick Garden,里普威克花园
498306521,Ruins of Wickford Court,威克福德法院的废墟
499355102,The Silver Gnome Hostel,银侏儒旅馆
500403688,Broadlech,Broadlech
501452279,Holy Idol of Akatosh,阿卡托什的圣偶像
502500864,Kinghart Palace,金哈特宫
503550334,Wilderidge,怀尔德里奇
504598934,Ruins of Greensly Tower,gr
505647518,Gentle Light of Akatosh,akatosh的轻柔光
506696101,The Hearthham Cemetery,赫斯姆公墓
507744682,The Knave and Skull Inn,Knave and Skull Inn
508793298,Burgdale Moor,Burgdale Moor
509841879,Tamwell,塔姆威尔
510890466,Upton,厄顿
511939060,The Old Wicksly Shack,旧的灯馆
512987638,The Masterford Cemetery,Masterford公墓
514036216,The Rusty Skull Tavern,生锈的头骨小酒馆
515085675,The Woodsley Farmstead,伍德斯利农场
516134281,Stokwych,斯托克维奇
517182859,Holford,霍尔福德
518231445,The Uthyctor Pit,Uthyctor坑
519280023,Ruins of The Ashsly Farmstead,废墟
520328603,The Citadel of Masterford,Masterford的城堡
521377183,Upbeth Rock,Upbeth Rock
522425763,The Wickford Farmstead,Wickford Farmstead
523474343,Old Morgara's Place,老莫尔加拉的地方
524522921,Old Morgyn's Farm,旧摩根的农场
525571499,The Old Copperston Place,旧的州立巨星
526620080,The Dwarf and Cat Lodge,矮人和猫小屋
527668678,The Balith Cloister,Balith回廊
528717262,Tunwell Hollow,Tunwell Hollow
529766736,Divad Monument,Divad纪念碑
530815338,The Stronghold of Greenton,格林顿的据点
531863918,Masterton Palace,Masterton Palace
532912501,The Moorham Farmstead,Moorham Farmstead
533961081,Cathpath,导管
535009665,Old Evelorya's Shack,老伊夫里利亚的棚屋
536058262,Castle Ashham,阿什汉姆城堡
537106848,Perastyr Laboratory,Perastyr实验室
538155462,Burgbeth,伯格贝斯
539204041,Gaerhouse Grange,Gaerhouse Grange
540252619,The Old Gaerfield Shack,旧的Gaerfield Shack
541302070,Chestertower,切斯特尔
542350676,Shrine of Jone,乔恩神社
543399256,Broadville,布罗维尔
544447856,Knightsway Field,骑士团场
545496442,Broadcester,广播队
546545028,Knightsleigh,骑士利
547593626,Old Lysara's Place,老莱萨拉的地方
548643104,Burggate,掩体
549691702,The Yeomsmith Tombs,Yeomsmith墓
550740286,Knightswold,骑士
551788878,The Elyrrya Tradition,Elyrrya的传统
552837477,Kingsmith Manor,国王史密斯庄园
553886058,Sacred Ascencion of Akatosh,阿卡托什的神圣上升
554934674,The Greenhart Plantation,格林哈特种植园
555983255,The Moorston Burial Ground,摩尔斯顿墓地
557032738,Cathworth,卡斯沃思
